"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"52","US20, 10 Mi W of Tombstone SnoPark Area, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/vANy4uIZOd",FALSE,0,NA,2014-09-08,FALSE,NA,"509112623393038337",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"53","US20, 2 Mi E of Shea View Point, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/VauRFxnChQ",FALSE,0,NA,2014-09-08,FALSE,NA,"509111617204666369",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"54","US20, 11 Mi E of Cascadia State Park, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/vANy4uIZOd",FALSE,0,NA,2014-09-08,FALSE,NA,"509097555557244928",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"55","US20, from 5 Mi W of Santiam Pass Summit to 4 Mi W of Santiam Pass Summit, Delay &lt; 20min, Road maint ops are occu... http://t.co/Put8Z36gA8",FALSE,0,NA,2014-09-08,FALSE,NA,"508989308066209794",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"56","US97, Bend, Delay &lt; 20min, A veh fire has occurred, expect delays, use caution.... http://t.co/UldpNbObZt",FALSE,0,NA,2014-09-06,FALSE,NA,"508380798718709760",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"57","US97, Bend, Delay 20min-2hrs, A veh fire has occurred, expect delays, use caution.... http://t.co/UldpNbObZt",FALSE,0,NA,2014-09-06,FALSE,NA,"508365697659858944",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"58","US97, Bend, Unconfirmed, An unconfirmed report of a veh fire has been received, use caution.... http://t.co/UldpNbObZt",FALSE,0,NA,2014-09-06,FALSE,NA,"508364205825593345",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"59","US20, 1 Mi E of Santiam Pass Summit, Delay &lt; 20min, An animal that has been struck is creating a hazard and causi... http://t.co/EjlN9JJUCa",FALSE,0,NA,2014-09-06,FALSE,NA,"508089378745221120",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"60","US20, @ Sodaville-Waterloo Drive, Unconfirmed, An unconfirmed report of hazardous debris has been received, use c... http://t.co/o8HcSR3iDA",FALSE,0,NA,2014-09-05,FALSE,NA,"507700728375173121",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"61","US20, Lebanon, Unconfirmed, An unconfirmed report of hazardous debris has been received, use caution.... http://t.co/3QN3gslJJP",FALSE,0,NA,2014-09-05,FALSE,NA,"507699719238217731",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"62","US20, 8 Mi E of Tombstone SnoPark Area, Unconfirmed, An unconfirmed report of hazardous debris has been received,... http://t.co/I1Cv9Uxfbp",FALSE,0,NA,2014-09-02,FALSE,NA,"506921592769626113",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"63","US20, from @ Engle Road to @ Engle Road, Unconfirmed, An unconfirmed report of a crash has been received, use cau... http://t.co/WkW9lyv5Ku",FALSE,0,NA,2014-09-02,FALSE,NA,"506822425971924992",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"64","US20, 1 Mi E of @ Spicer Drive, Delay &lt; 20min, Hazardous debris, use caution.... http://t.co/YzDjcCPGtu",FALSE,0,NA,2014-09-02,FALSE,NA,"506820910469238784",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"65","US20, 2 Mi W of Santiam Pass Summit, Delay &lt; 20min, A veh fire has occurred, use caution.... http://t.co/mmokfnufFD",FALSE,0,NA,2014-08-31,FALSE,NA,"506221978697474048",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"66","US20, 1 Mi W of @ Engle Road, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/IJxK59PDZj",FALSE,0,NA,2014-08-31,FALSE,NA,"506010603538759680",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"67","US20, @ Albany - Lyons Hwy OR226, Delay &lt; 20min, A crash has occurred causing no to minimum delays, use caution.... http://t.co/6SPDmJUuxC",FALSE,0,NA,2014-08-31,FALSE,NA,"505884239875678208",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"68","US20, @ Sodaville-Waterloo Drive, Delay &lt; 20min, Hazardous debris is causing no to minimum delays, use caution.... http://t.co/hgyrol7iUZ",FALSE,0,NA,2014-08-25,FALSE,NA,"504040682785214465",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"69","US20, from 5 Mi W of Santiam Pass Summit to 4 Mi W of Santiam Pass Summit, Delay &lt; 20min, Road maint ops are occu... http://t.co/X2Q61XTgk8",FALSE,0,NA,2014-08-25,FALSE,NA,"503996304402300929",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"70","US20, from @ N Santiam Hwy OR22 to 5 Mi W of Santiam Pass Summit, Delay &lt; 20min, Road maint ops are occurring, us... http://t.co/ZZXcPYV4ly",FALSE,0,NA,2014-08-19,FALSE,NA,"501775162350780416",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"71","US20, from @ Clear Lake - Belnap Springs Hwy OR126 to 8 Mi W of Santiam Pass Summit, Delay &lt; 20min, Road maint op... http://t.co/TpQcXZ3q0b",FALSE,0,NA,2014-08-18,FALSE,NA,"501374025709273088",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"72","US20, from 3 Mi N of Tumalo to Tumalo, Closed, The hwy is closed due to a law enforcement action. Use alternate r... http://t.co/1NN23jDcwl",FALSE,0,NA,2014-08-17,FALSE,NA,"500876239804985345",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"73","US20, 3 Mi N of Tumalo, Closed, The hwy is closed due to a law enforcement action. Use alternate routes.... http://t.co/1NN23jDcwl",FALSE,0,NA,2014-08-17,FALSE,NA,"500858623296172032",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
"74","US20, @ Engle Road, Delay &lt; 20min, A crash has occurred, use caution.... http://t.co/5NXSXbq8FA",FALSE,0,NA,2014-08-13,FALSE,NA,"499658215227793408",NA,"<a href=""http://www.tripcheck.com"" rel=""nofollow"">ODOTRoadStatus</a>","TripCheckUS20B",0,FALSE,FALSE,NA,NA
